turn,faction_id,name,strength,territories,economy,morale,is_active,survived
19,shixie,士燮,0,0,50,73,0,0
19,menghuo,孟获,0,0,50,77,0,0
19,kebineng,轲比能,0,0,50,79,0,0
19,budugen,步度根,0,0,50,71,0,0
19,liuyao,刘繇,0,0,50,39,0,0
19,yanbaihu,严白虎,0,0,50,30,0,0
19,chengui,陈珪,0,0,50,58,0,0
19,lifu,李傕残部,0,0,50,22,0,0
19,guosi,郭汜残部,0,0,50,16,0,0
19,taoqian,陶谦残部,0,0,50,44,0,0
19,yuanshu,袁术残部,0,0,50,35,0,0
20,cao,曹操,19513,13,50,80,1,1
20,liuzhang,刘璋,10006,11,50,100,1,1
20,wu,孙权,8313,3,50,89,1,1
20,liubiao,刘表,4507,4,50,100,1,1
20,liudu,刘度,3000,1,50,74,1,1
20,liubei_old,刘岱,1410,1,50,65,1,1
20,mateng,马腾,500,2,50,76,1,1
20,shu,刘备,0,0,50,97,0,0
20,zhanglu,张鲁,0,0,50,97,0,0
20,gongsunkang,公孙康,0,0,50,73,0,0
20,hansui,韩遂,0,0,50,64,0,0
20,zhangxiu,张绣,0,0,50,15,0,0
20,zhaofan,赵范,0,0,50,50,0,0
20,jinxuan,金旋,0,0,50,52,0,0
20,hanxuan,韩玄,0,0,50,54,0,0
20,kongrong,孔融,0,0,50,73,0,0
20,zhangyang,张扬,0,0,50,62,0,0
20,wangkuang,王匡,0,0,50,40,0,0
20,baoxin,鲍信,0,0,50,57,0,0
20,huangzu,黄祖,0,0,50,61,0,0
20,shixie,士燮,0,0,50,73,0,0
20,menghuo,孟获,0,0,50,77,0,0
20,kebineng,轲比能,0,0,50,79,0,0
20,budugen,步度根,0,0,50,71,0,0
20,liuyao,刘繇,0,0,50,39,0,0
20,yanbaihu,严白虎,0,0,50,30,0,0
20,chengui,陈珪,0,0,50,58,0,0
20,lifu,李傕残部,0,0,50,22,0,0
20,guosi,郭汜残部,0,0,50,16,0,0
20,taoqian,陶谦残部,0,0,50,44,0,0
20,yuanshu,袁术残部,0,0,50,35,0,0
21,cao,曹操,18538,13,50,87,1,1
21,liuzhang,刘璋,9684,11,50,100,1,1
21,wu,孙权,8026,3,50,89,1,1
21,liubiao,刘表,4361,4,50,100,1,1
21,liudu,刘度,3000,1,50,75,1,1
21,liubei_old,刘岱,1340,1,50,68,1,1
21,mateng,马腾,500,2,50,76,1,1
21,shu,刘备,0,0,50,97,0,0
21,zhanglu,张鲁,0,0,50,97,0,0
21,gongsunkang,公孙康,0,0,50,73,0,0
21,hansui,韩遂,0,0,50,64,0,0
21,zhangxiu,张绣,0,0,50,15,0,0
21,zhaofan,赵范,0,0,50,50,0,0
21,jinxuan,金旋,0,0,50,52,0,0
21,hanxuan,韩玄,0,0,50,54,0,0
21,kongrong,孔融,0,0,50,73,0,0
21,zhangyang,张扬,0,0,50,62,0,0
21,wangkuang,王匡,0,0,50,40,0,0
21,baoxin,鲍信,0,0,50,57,0,0
21,huangzu,黄祖,0,0,50,61,0,0
21,shixie,士燮,0,0,50,73,0,0
21,menghuo,孟获,0,0,50,77,0,0
21,kebineng,轲比能,0,0,50,79,0,0
21,budugen,步度根,0,0,50,71,0,0
21,liuyao,刘繇,0,0,50,39,0,0
21,yanbaihu,严白虎,0,0,50,30,0,0
21,chengui,陈珪,0,0,50,58,0,0
21,lifu,李傕残部,0,0,50,22,0,0
21,guosi,郭汜残部,0,0,50,16,0,0
21,taoqian,陶谦残部,0,0,50,44,0,0
21,yuanshu,袁术残部,0,0,50,35,0,0
22,cao,曹操,17612,13,50,74,1,1
22,liuzhang,刘璋,10548,11,50,100,1,1
22,wu,孙权,7754,3,50,86,1,1
22,liubiao,刘表,5360,4,50,100,1,1
22,liudu,刘度,3000,1,50,75,1,1
22,liubei_old,刘岱,1273,1,50,68,1,1
22,mateng,马腾,500,2,50,74,1,1
22,shu,刘备,0,0,50,97,0,0
22,zhanglu,张鲁,0,0,50,97,0,0
22,gongsunkang,公孙康,0,0,50,73,0,0
22,hansui,韩遂,0,0,50,64,0,0
22,zhangxiu,张绣,0,0,50,15,0,0
22,zhaofan,赵范,0,0,50,50,0,0
22,jinxuan,金旋,0,0,50,52,0,0
22,hanxuan,韩玄,0,0,50,54,0,0
22,kongrong,孔融,0,0,50,73,0,0
22,zhangyang,张扬,0,0,50,62,0,0
22,wangkuang,王匡,0,0,50,40,0,0
22,baoxin,鲍信,0,0,50,57,0,0
22,huangzu,黄祖,0,0,50,61,0,0
22,shixie,士燮,0,0,50,73,0,0
22,menghuo,孟获,0,0,50,77,0,0
22,kebineng,轲比能,0,0,50,79,0,0
22,budugen,步度根,0,0,50,71,0,0
22,liuyao,刘繇,0,0,50,39,0,0
22,yanbaihu,严白虎,0,0,50,30,0,0
22,chengui,陈珪,0,0,50,58,0,0
22,lifu,李傕残部,0,0,50,22,0,0
22,guosi,郭汜残部,0,0,50,16,0,0
22,taoqian,陶谦残部,0,0,50,44,0,0
22,yuanshu,袁术残部,0,0,50,35,0,0
23,cao,曹操,16732,13,50,72,1,1
23,liuzhang,刘璋,10257,11,50,100,1,1
23,wu,孙权,7495,3,50,85,1,1
23,liubiao,刘表,5265,4,50,100,1,1
23,liudu,刘度,3000,1,50,76,1,1
23,liubei_old,刘岱,1210,1,50,69,1,1
23,mateng,马腾,500,2,50,74,1,1
23,shu,刘备,0,0,50,97,0,0
23,zhanglu,张鲁,0,0,50,97,0,0
23,gongsunkang,公孙康,0,0,50,73,0,0
23,hansui,韩遂,0,0,50,64,0,0
23,zhangxiu,张绣,0,0,50,15,0,0
23,zhaofan,赵范,0,0,50,50,0,0
23,jinxuan,金旋,0,0,50,52,0,0
23,hanxuan,韩玄,0,0,50,54,0,0
23,kongrong,孔融,0,0,50,73,0,0
23,zhangyang,张扬,0,0,50,62,0,0
23,wangkuang,王匡,0,0,50,40,0,0
23,baoxin,鲍信,0,0,50,57,0,0
23,huangzu,黄祖,0,0,50,61,0,0
23,shixie,士燮,0,0,50,73,0,0
23,menghuo,孟获,0,0,50,77,0,0
23,kebineng,轲比能,0,0,50,79,0,0
23,budugen,步度根,0,0,50,71,0,0
23,liuyao,刘繇,0,0,50,39,0,0
23,yanbaihu,严白虎,0,0,50,30,0,0
23,chengui,陈珪,0,0,50,58,0,0
23,lifu,李傕残部,0,0,50,22,0,0
23,guosi,郭汜残部,0,0,50,16,0,0
23,taoqian,陶谦残部,0,0,50,44,0,0
23,yuanshu,袁术残部,0,0,50,35,0,0
24,cao,曹操,15896,13,50,73,1,1
24,liuzhang,刘璋,9981,11,50,100,1,1
24,wu,孙权,8315,3,50,87,1,1
24,liubiao,刘表,6388,4,50,100,1,1
24,liudu,刘度,3000,1,50,77,1,1
24,liubei_old,刘岱,1150,1,50,70,1,1
24,mateng,马腾,500,2,50,74,1,1
24,shu,刘备,0,0,50,97,0,0
24,zhanglu,张鲁,0,0,50,97,0,0
24,gongsunkang,公孙康,0,0,50,73,0,0
24,hansui,韩遂,0,0,50,64,0,0
24,zhangxiu,张绣,0,0,50,15,0,0
24,zhaofan,赵范,0,0,50,50,0,0
24,jinxuan,金旋,0,0,50,52,0,0
24,hanxuan,韩玄,0,0,50,54,0,0
24,kongrong,孔融,0,0,50,73,0,0
24,zhangyang,张扬,0,0,50,62,0,0
24,wangkuang,王匡,0,0,50,40,0,0
24,baoxin,鲍信,0,0,50,57,0,0
24,huangzu,黄祖,0,0,50,61,0,0
24,shixie,士燮,0,0,50,73,0,0
24,menghuo,孟获,0,0,50,77,0,0
24,kebineng,轲比能,0,0,50,79,0,0
24,budugen,步度根,0,0,50,71,0,0
24,liuyao,刘繇,0,0,50,39,0,0
24,yanbaihu,严白虎,0,0,50,30,0,0
24,chengui,陈珪,0,0,50,58,0,0
24,lifu,李傕残部,0,0,50,22,0,0
24,guosi,郭汜残部,0,0,50,16,0,0
24,taoqian,陶谦残部,0,0,50,44,0,0
24,yuanshu,袁术残部,0,0,50,35,0,0
25,cao,曹操,15102,13,50,79,1,1
25,liuzhang,刘璋,9718,11,50,100,1,1
25,wu,孙权,8082,3,50,87,1,1
25,liubiao,刘表,6327,4,50,100,1,1
25,liudu,刘度,3000,1,50,78,1,1
25,liubei_old,刘岱,1093,1,50,71,1,1
25,mateng,马腾,500,2,50,76,1,1
25,shu,刘备,0,0,50,97,0,0
25,zhanglu,张鲁,0,0,50,97,0,0
25,gongsunkang,公孙康,0,0,50,73,0,0
25,hansui,韩遂,0,0,50,64,0,0
25,zhangxiu,张绣,0,0,50,15,0,0
25,zhaofan,赵范,0,0,50,50,0,0
25,jinxuan,金旋,0,0,50,52,0,0
25,hanxuan,韩玄,0,0,50,54,0,0
25,kongrong,孔融,0,0,50,73,0,0
25,zhangyang,张扬,0,0,50,62,0,0
25,wangkuang,王匡,0,0,50,40,0,0
25,baoxin,鲍信,0,0,50,57,0,0
25,huangzu,黄祖,0,0,50,61,0,0
25,shixie,士燮,0,0,50,73,0,0
25,menghuo,孟获,0,0,50,77,0,0
25,kebineng,轲比能,0,0,50,79,0,0
25,budugen,步度根,0,0,50,71,0,0
25,liuyao,刘繇,0,0,50,39,0,0
25,yanbaihu,严白虎,0,0,50,30,0,0
25,chengui,陈珪,0,0,50,58,0,0
25,lifu,李傕残部,0,0,50,22,0,0
25,guosi,郭汜残部,0,0,50,16,0,0
25,taoqian,陶谦残部,0,0,50,44,0,0
25,yuanshu,袁术残部,0,0,50,35,0,0
26,cao,曹操,14347,13,50,66,1,1
26,liuzhang,刘璋,9469,11,50,100,1,1
26,wu,孙权,7860,3,50,84,1,1
26,liubiao,刘表,7432,4,50,100,1,1
26,liudu,刘度,3000,1,50,78,1,1
26,liubei_old,刘岱,1039,1,50,71,1,1
26,mateng,马腾,500,2,50,74,1,1
26,shu,刘备,0,0,50,97,0,0
26,zhanglu,张鲁,0,0,50,97,0,0
26,gongsunkang,公孙康,0,0,50,73,0,0
26,hansui,韩遂,0,0,50,64,0,0
26,zhangxiu,张绣,0,0,50,15,0,0
26,zhaofan,赵范,0,0,50,50,0,0
26,jinxuan,金旋,0,0,50,52,0,0
26,hanxuan,韩玄,0,0,50,54,0,0
26,kongrong,孔融,0,0,50,73,0,0
26,zhangyang,张扬,0,0,50,62,0,0
26,wangkuang,王匡,0,0,50,40,0,0
26,baoxin,鲍信,0,0,50,57,0,0
26,huangzu,黄祖,0,0,50,61,0,0
26,shixie,士燮,0,0,50,73,0,0
26,menghuo,孟获,0,0,50,77,0,0
26,kebineng,轲比能,0,0,50,79,0,0
26,budugen,步度根,0,0,50,71,0,0
26,liuyao,刘繇,0,0,50,39,0,0
26,yanbaihu,严白虎,0,0,50,30,0,0
26,chengui,陈珪,0,0,50,58,0,0
26,lifu,李傕残部,0,0,50,22,0,0
26,guosi,郭汜残部,0,0,50,16,0,0
26,taoqian,陶谦残部,0,0,50,44,0,0
26,yuanshu,袁术残部,0,0,50,35,0,0
27,cao,曹操,13630,13,50,60,1,1
27,liuzhang,刘璋,10553,11,50,100,1,1
27,wu,孙权,7649,3,50,82,1,1
27,liubiao,刘表,7392,4,50,100,1,1
27,liudu,刘度,3000,1,50,78,1,1
27,liubei_old,刘岱,988,1,50,72,1,1
27,mateng,马腾,500,2,50,74,1,1
27,shu,刘备,0,0,50,97,0,0
27,zhanglu,张鲁,0,0,50,97,0,0
27,gongsunkang,公孙康,0,0,50,73,0,0
27,hansui,韩遂,0,0,50,64,0,0
27,zhangxiu,张绣,0,0,50,15,0,0
27,zhaofan,赵范,0,0,50,50,0,0
27,jinxuan,金旋,0,0,50,52,0,0
27,hanxuan,韩玄,0,0,50,54,0,0
27,kongrong,孔融,0,0,50,73,0,0
27,zhangyang,张扬,0,0,50,62,0,0
27,wangkuang,王匡,0,0,50,40,0,0
27,baoxin,鲍信,0,0,50,57,0,0
27,huangzu,黄祖,0,0,50,61,0,0
27,shixie,士燮,0,0,50,73,0,0
27,menghuo,孟获,0,0,50,77,0,0
27,kebineng,轲比能,0,0,50,79,0,0
27,budugen,步度根,0,0,50,71,0,0
27,liuyao,刘繇,0,0,50,39,0,0
27,yanbaihu,严白虎,0,0,50,30,0,0
27,chengui,陈珪,0,0,50,58,0,0
27,lifu,李傕残部,0,0,50,22,0,0
27,guosi,郭汜残部,0,0,50,16,0,0
27,taoqian,陶谦残部,0,0,50,44,0,0
27,yuanshu,袁术残部,0,0,50,35,0,0
28,cao,曹操,12949,13,50,62,1,1
28,liuzhang,刘璋,10328,11,50,100,1,1
28,liubiao,刘表,8581,4,50,100,1,1
28,wu,孙权,7449,3,50,82,1,1
28,liudu,刘度,3000,1,50,79,1,1
28,liubei_old,刘岱,1439,1,50,73,1,1
28,mateng,马腾,500,2,50,74,1,1
28,shu,刘备,0,0,50,97,0,0
28,zhanglu,张鲁,0,0,50,97,0,0
28,gongsunkang,公孙康,0,0,50,73,0,0
28,hansui,韩遂,0,0,50,64,0,0
28,zhangxiu,张绣,0,0,50,15,0,0
28,zhaofan,赵范,0,0,50,50,0,0
28,jinxuan,金旋,0,0,50,52,0,0
28,hanxuan,韩玄,0,0,50,54,0,0
28,kongrong,孔融,0,0,50,73,0,0
28,zhangyang,张扬,0,0,50,62,0,0
28,wangkuang,王匡,0,0,50,40,0,0
28,baoxin,鲍信,0,0,50,57,0,0
28,huangzu,黄祖,0,0,50,61,0,0
28,shixie,士燮,0,0,50,73,0,0
28,menghuo,孟获,0,0,50,77,0,0
28,kebineng,轲比能,0,0,50,79,0,0
28,budugen,步度根,0,0,50,71,0,0
28,liuyao,刘繇,0,0,50,39,0,0
28,yanbaihu,严白虎,0,0,50,30,0,0
28,chengui,陈珪,0,0,50,58,0,0
28,lifu,李傕残部,0,0,50,22,0,0
28,guosi,郭汜残部,0,0,50,16,0,0
28,taoqian,陶谦残部,0,0,50,44,0,0
28,yuanshu,袁术残部,0,0,50,35,0,0
29,cao,曹操,12302,13,50,64,1,1
29,liuzhang,刘璋,10114,11,50,100,1,1
29,liubiao,刘表,8554,4,50,100,1,1
29,wu,孙权,7259,3,50,82,1,1
29,liudu,刘度,3000,1,50,80,1,1
29,liubei_old,刘岱,1368,1,50,76,1,1
29,mateng,马腾,500,2,50,78,1,1
29,shu,刘备,0,0,50,97,0,0
29,zhanglu,张鲁,0,0,50,97,0,0
29,gongsunkang,公孙康,0,0,50,73,0,0
29,hansui,韩遂,0,0,50,64,0,0
29,zhangxiu,张绣,0,0,50,15,0,0
29,zhaofan,赵范,0,0,50,50,0,0
29,jinxuan,金旋,0,0,50,52,0,0
29,hanxuan,韩玄,0,0,50,54,0,0
29,kongrong,孔融,0,0,50,73,0,0
29,zhangyang,张扬,0,0,50,62,0,0
29,wangkuang,王匡,0,0,50,40,0,0
29,baoxin,鲍信,0,0,50,57,0,0
29,huangzu,黄祖,0,0,50,61,0,0
29,shixie,士燮,0,0,50,73,0,0
29,menghuo,孟获,0,0,50,77,0,0
29,kebineng,轲比能,0,0,50,79,0,0
29,budugen,步度根,0,0,50,71,0,0
29,liuyao,刘繇,0,0,50,39,0,0
29,yanbaihu,严白虎,0,0,50,30,0,0
29,chengui,陈珪,0,0,50,58,0,0
29,lifu,李傕残部,0,0,50,22,0,0
29,guosi,郭汜残部,0,0,50,16,0,0
29,taoqian,陶谦残部,0,0,50,44,0,0
29,yuanshu,袁术残部,0,0,50,35,0,0
30,cao,曹操,11687,13,50,51,1,1
30,liuzhang,刘璋,9911,11,50,100,1,1
30,liubiao,刘表,9692,4,50,100,1,1
30,wu,孙权,7078,3,50,79,1,1
30,liudu,刘度,3000,1,50,80,1,1
30,liubei_old,刘岱,1300,1,50,76,1,1
30,mateng,马腾,500,2,50,76,1,1
30,shu,刘备,0,0,50,97,0,0
30,zhanglu,张鲁,0,0,50,97,0,0
30,gongsunkang,公孙康,0,0,50,73,0,0
30,hansui,韩遂,0,0,50,64,0,0
30,zhangxiu,张绣,0,0,50,15,0,0
30,zhaofan,赵范,0,0,50,50,0,0
30,jinxuan,金旋,0,0,50,52,0,0
30,hanxuan,韩玄,0,0,50,54,0,0
30,kongrong,孔融,0,0,50,73,0,0
30,zhangyang,张扬,0,0,50,62,0,0
30,wangkuang,王匡,0,0,50,40,0,0
30,baoxin,鲍信,0,0,50,57,0,0
30,huangzu,黄祖,0,0,50,61,0,0
30,shixie,士燮,0,0,50,73,0,0
30,menghuo,孟获,0,0,50,77,0,0
30,kebineng,轲比能,0,0,50,79,0,0
30,budugen,步度根,0,0,50,71,0,0
30,liuyao,刘繇,0,0,50,39,0,0
30,yanbaihu,严白虎,0,0,50,30,0,0
30,chengui,陈珪,0,0,50,58,0,0
30,lifu,李傕残部,0,0,50,22,0,0
30,guosi,郭汜残部,0,0,50,16,0,0
30,taoqian,陶谦残部,0,0,50,44,0,0
30,yuanshu,袁术残部,0,0,50,35,0,0
31,cao,曹操,11103,13,50,51,1,1
31,liuzhang,刘璋,9718,11,50,100,1,1
31,liubiao,刘表,9675,4,50,100,1,1
31,wu,孙权,8220,3,50,77,1,1
31,liudu,刘度,3000,1,50,81,1,1
31,liubei_old,刘岱,1235,1,50,77,1,1
31,mateng,马腾,500,2,50,76,1,1
31,shu,刘备,0,0,50,97,0,0
31,zhanglu,张鲁,0,0,50,97,0,0
31,gongsunkang,公孙康,0,0,50,73,0,0
31,hansui,韩遂,0,0,50,64,0,0
31,zhangxiu,张绣,0,0,50,15,0,0
31,zhaofan,赵范,0,0,50,50,0,0
31,jinxuan,金旋,0,0,50,52,0,0
31,hanxuan,韩玄,0,0,50,54,0,0
31,kongrong,孔融,0,0,50,73,0,0
31,zhangyang,张扬,0,0,50,62,0,0
31,wangkuang,王匡,0,0,50,40,0,0
31,baoxin,鲍信,0,0,50,57,0,0
31,huangzu,黄祖,0,0,50,61,0,0
31,shixie,士燮,0,0,50,73,0,0
31,menghuo,孟获,0,0,50,77,0,0
31,kebineng,轲比能,0,0,50,79,0,0
31,budugen,步度根,0,0,50,71,0,0
31,liuyao,刘繇,0,0,50,39,0,0
31,yanbaihu,严白虎,0,0,50,30,0,0
31,chengui,陈珪,0,0,50,58,0,0
31,lifu,李傕残部,0,0,50,22,0,0
31,guosi,郭汜残部,0,0,50,16,0,0
31,taoqian,陶谦残部,0,0,50,44,0,0
31,yuanshu,袁术残部,0,0,50,35,0,0
32,liuzhang,刘璋,11034,11,50,100,1,1
32,liubiao,刘表,10882,4,50,100,1,1
32,cao,曹操,10548,13,50,55,1,1
32,wu,孙权,8057,3,50,79,1,1
32,liudu,刘度,3000,1,50,82,1,1
32,liubei_old,刘岱,1174,1,50,80,1,1
32,mateng,马腾,500,2,50,76,1,1
32,shu,刘备,0,0,50,97,0,0
32,zhanglu,张鲁,0,0,50,97,0,0
32,gongsunkang,公孙康,0,0,50,73,0,0
32,hansui,韩遂,0,0,50,64,0,0
32,zhangxiu,张绣,0,0,50,15,0,0
32,zhaofan,赵范,0,0,50,50,0,0
32,jinxuan,金旋,0,0,50,52,0,0
32,hanxuan,韩玄,0,0,50,54,0,0
32,kongrong,孔融,0,0,50,73,0,0
32,zhangyang,张扬,0,0,50,62,0,0
32,wangkuang,王匡,0,0,50,40,0,0
32,baoxin,鲍信,0,0,50,57,0,0
32,huangzu,黄祖,0,0,50,61,0,0
32,shixie,士燮,0,0,50,73,0,0
32,menghuo,孟获,0,0,50,77,0,0
32,kebineng,轲比能,0,0,50,79,0,0
32,budugen,步度根,0,0,50,71,0,0
32,liuyao,刘繇,0,0,50,39,0,0
32,yanbaihu,严白虎,0,0,50,30,0,0
32,chengui,陈珪,0,0,50,58,0,0
32,lifu,李傕残部,0,0,50,22,0,0
32,guosi,郭汜残部,0,0,50,16,0,0
32,taoqian,陶谦残部,0,0,50,44,0,0
32,yuanshu,袁术残部,0,0,50,35,0,0
33,liubiao,刘表,10871,4,50,100,1,1
33,liuzhang,刘璋,10860,11,50,100,1,1
33,cao,曹操,10021,13,50,59,1,1
33,wu,孙权,7902,3,50,79,1,1
33,liudu,刘度,3000,1,50,83,1,1
33,liubei_old,刘岱,1116,1,50,81,1,1
33,mateng,马腾,500,2,50,76,1,1
33,shu,刘备,0,0,50,97,0,0
33,zhanglu,张鲁,0,0,50,97,0,0
33,gongsunkang,公孙康,0,0,50,73,0,0
33,hansui,韩遂,0,0,50,64,0,0
33,zhangxiu,张绣,0,0,50,15,0,0
33,zhaofan,赵范,0,0,50,50,0,0
33,jinxuan,金旋,0,0,50,52,0,0
33,hanxuan,韩玄,0,0,50,54,0,0
33,kongrong,孔融,0,0,50,73,0,0
33,zhangyang,张扬,0,0,50,62,0,0
33,wangkuang,王匡,0,0,50,40,0,0
33,baoxin,鲍信,0,0,50,57,0,0
33,huangzu,黄祖,0,0,50,61,0,0
33,shixie,士燮,0,0,50,73,0,0
33,menghuo,孟获,0,0,50,77,0,0
33,kebineng,轲比能,0,0,50,79,0,0
33,budugen,步度根,0,0,50,71,0,0
33,liuyao,刘繇,0,0,50,39,0,0
33,yanbaihu,严白虎,0,0,50,30,0,0
33,chengui,陈珪,0,0,50,58,0,0
33,lifu,李傕残部,0,0,50,22,0,0
33,guosi,郭汜残部,0,0,50,16,0,0
33,taoqian,陶谦残部,0,0,50,44,0,0
33,yuanshu,袁术残部,0,0,50,35,0,0
34,liuzhang,刘璋,10694,11,50,100,1,1
34,liubiao,刘表,9792,5,50,100,1,1
34,cao,曹操,9520,13,50,46,1,1
34,wu,孙权,9171,3,50,76,1,1
34,liudu,刘度,3000,1,50,83,1,1
34,liubei_old,刘岱,1061,1,50,81,1,1
34,mateng,马腾,500,1,50,74,1,1
34,shu,刘备,0,0,50,97,0,0
34,zhanglu,张鲁,0,0,50,97,0,0
34,gongsunkang,公孙康,0,0,50,73,0,0
34,hansui,韩遂,0,0,50,64,0,0
34,zhangxiu,张绣,0,0,50,15,0,0
34,zhaofan,赵范,0,0,50,50,0,0
34,jinxuan,金旋,0,0,50,52,0,0
34,hanxuan,韩玄,0,0,50,54,0,0
34,kongrong,孔融,0,0,50,73,0,0
34,zhangyang,张扬,0,0,50,62,0,0
34,wangkuang,王匡,0,0,50,40,0,0
34,baoxin,鲍信,0,0,50,57,0,0
34,huangzu,黄祖,0,0,50,61,0,0
34,shixie,士燮,0,0,50,73,0,0
34,menghuo,孟获,0,0,50,77,0,0
34,kebineng,轲比能,0,0,50,79,0,0
34,budugen,步度根,0,0,50,71,0,0
34,liuyao,刘繇,0,0,50,39,0,0
34,yanbaihu,严白虎,0,0,50,30,0,0
34,chengui,陈珪,0,0,50,58,0,0
34,lifu,李傕残部,0,0,50,22,0,0
34,guosi,郭汜残部,0,0,50,16,0,0
34,taoqian,陶谦残部,0,0,50,44,0,0
34,yuanshu,袁术残部,0,0,50,35,0,0
35,cao,曹操,14044,13,50,45,1,1
35,liuzhang,刘璋,10537,11,50,100,1,1
35,wu,孙权,9031,3,50,74,1,1
35,liubiao,刘表,8828,5,50,100,1,1
35,liudu,刘度,3000,1,50,84,1,1
35,liubei_old,刘岱,1008,1,50,82,1,1
35,mateng,马腾,500,1,50,74,1,1
35,shu,刘备,0,0,50,97,0,0
35,zhanglu,张鲁,0,0,50,97,0,0
35,gongsunkang,公孙康,0,0,50,73,0,0
35,hansui,韩遂,0,0,50,64,0,0
35,zhangxiu,张绣,0,0,50,15,0,0
35,zhaofan,赵范,0,0,50,50,0,0
35,jinxuan,金旋,0,0,50,52,0,0
35,hanxuan,韩玄,0,0,50,54,0,0
35,kongrong,孔融,0,0,50,73,0,0
35,zhangyang,张扬,0,0,50,62,0,0
35,wangkuang,王匡,0,0,50,40,0,0
35,baoxin,鲍信,0,0,50,57,0,0
35,huangzu,黄祖,0,0,50,61,0,0
35,shixie,士燮,0,0,50,73,0,0
35,menghuo,孟获,0,0,50,77,0,0
35,kebineng,轲比能,0,0,50,79,0,0
35,budugen,步度根,0,0,50,71,0,0
35,liuyao,刘繇,0,0,50,39,0,0
35,yanbaihu,严白虎,0,0,50,30,0,0
35,chengui,陈珪,0,0,50,58,0,0
35,lifu,李傕残部,0,0,50,22,0,0
35,guosi,郭汜残部,0,0,50,16,0,0
35,taoqian,陶谦残部,0,0,50,44,0,0
35,yuanshu,袁术残部,0,0,50,35,0,0
36,cao,曹操,13592,13,50,44,1,1
36,liuzhang,刘璋,10388,11,50,100,1,1
36,wu,孙权,8898,3,50,73,1,1
36,liubiao,刘表,7964,5,50,100,1,1
36,liudu,刘度,3000,1,50,85,1,1
36,liubei_old,刘岱,958,1,50,83,1,1
36,mateng,马腾,500,1,50,74,1,1
36,shu,刘备,0,0,50,97,0,0
36,zhanglu,张鲁,0,0,50,97,0,0
36,gongsunkang,公孙康,0,0,50,73,0,0
36,hansui,韩遂,0,0,50,64,0,0
36,zhangxiu,张绣,0,0,50,15,0,0
36,zhaofan,赵范,0,0,50,50,0,0
36,jinxuan,金旋,0,0,50,52,0,0
36,hanxuan,韩玄,0,0,50,54,0,0
36,kongrong,孔融,0,0,50,73,0,0
36,zhangyang,张扬,0,0,50,62,0,0
36,wangkuang,王匡,0,0,50,40,0,0
36,baoxin,鲍信,0,0,50,57,0,0
36,huangzu,黄祖,0,0,50,61,0,0
36,shixie,士燮,0,0,50,73,0,0
36,menghuo,孟获,0,0,50,77,0,0
36,kebineng,轲比能,0,0,50,79,0,0
36,budugen,步度根,0,0,50,71,0,0
36,liuyao,刘繇,0,0,50,39,0,0
36,yanbaihu,严白虎,0,0,50,30,0,0
36,chengui,陈珪,0,0,50,58,0,0
36,lifu,李傕残部,0,0,50,22,0,0
36,guosi,郭汜残部,0,0,50,16,0,0
36,taoqian,陶谦残部,0,0,50,44,0,0
36,yuanshu,袁术残部,0,0,50,35,0,0
37,cao,曹操,13163,13,50,48,1,1
37,liuzhang,刘璋,10246,11,50,100,1,1
37,wu,孙权,8772,3,50,73,1,1
37,liubiao,刘表,7186,5,50,100,1,1
37,liudu,刘度,3000,1,50,86,1,1
37,liubei_old,刘岱,911,1,50,84,1,1
37,mateng,马腾,500,1,50,76,1,1
37,shu,刘备,0,0,50,97,0,0
37,zhanglu,张鲁,0,0,50,97,0,0
37,gongsunkang,公孙康,0,0,50,73,0,0
37,hansui,韩遂,0,0,50,64,0,0
37,zhangxiu,张绣,0,0,50,15,0,0
37,zhaofan,赵范,0,0,50,50,0,0
37,jinxuan,金旋,0,0,50,52,0,0
37,hanxuan,韩玄,0,0,50,54,0,0
37,kongrong,孔融,0,0,50,73,0,0
37,zhangyang,张扬,0,0,50,62,0,0
37,wangkuang,王匡,0,0,50,40,0,0
37,baoxin,鲍信,0,0,50,57,0,0
37,huangzu,黄祖,0,0,50,61,0,0
37,shixie,士燮,0,0,50,73,0,0
37,menghuo,孟获,0,0,50,77,0,0
37,kebineng,轲比能,0,0,50,79,0,0
37,budugen,步度根,0,0,50,71,0,0
37,liuyao,刘繇,0,0,50,39,0,0
37,yanbaihu,严白虎,0,0,50,30,0,0
37,chengui,陈珪,0,0,50,58,0,0
37,lifu,李傕残部,0,0,50,22,0,0
37,guosi,郭汜残部,0,0,50,16,0,0
37,taoqian,陶谦残部,0,0,50,44,0,0
37,yuanshu,袁术残部,0,0,50,35,0,0
38,cao,曹操,12755,13,50,35,1,1
38,liuzhang,刘璋,10111,11,50,100,1,1
38,wu,孙权,8652,3,50,70,1,1
38,liudu,刘度,3000,1,50,86,1,1
38,liubiao,刘表,1917,5,50,100,1,1
38,liubei_old,刘岱,866,1,50,84,1,1
38,mateng,马腾,500,1,50,75,1,1
38,shu,刘备,0,0,50,97,0,0
38,zhanglu,张鲁,0,0,50,97,0,0
38,gongsunkang,公孙康,0,0,50,73,0,0
38,hansui,韩遂,0,0,50,64,0,0
38,zhangxiu,张绣,0,0,50,15,0,0
38,zhaofan,赵范,0,0,50,50,0,0
38,jinxuan,金旋,0,0,50,52,0,0
